0;255
5;255
10;263
15;272
20;360
25;280
30;279
35;268
40;259
45;269
50;266
55;262
60;274
65;275
70;278
75;283
80;262
85;269
90;283
95;275
100;267
105;264
110;265
115;268
120;273
125;268
130;258
135;260
140;282
145;273
150;273
155;271
160;267
165;262
170;269
175;277
180;275
185;272
190;258
195;260
200;267
205;264
210;270
215;267
220;260
225;256
230;260
235;263
240;256
245;267
250;267
255;273
260;255
265;266
270;275
275;265
280;254
285;254
290;264
295;269
300;263
305;287
310;267
315;259
320;261
325;254
330;271
335;263
340;264
345;276
350;270
355;276
360;273
365;272
370;279
375;286
380;282
385;280
390;273
395;273
400;296
405;411
410;294
415;282
420;310
425;292
430;286
435;287
440;285
445;282
450;294
455;304
460;277
465;277
470;284
475;296
480;290
485;277
490;302
495;283
500;278
505;288
510;297
515;296
520;301
525;285
530;295
535;293
540;331
545;305
550;293
555;298
560;292
565;302
570;319
575;308
580;293
585;320
590;306
595;298
600;311
605;304
610;326
615;322
620;344
625;296
630;326
635;312
640;304
645;303
650;323
655;317
660;307
665;308
670;303
675;310
680;313
685;318
690;332
695;336
700;333
705;334
710;380
715;323
720;329
725;328
730;338
735;350
740;316
745;320
750;323
755;331
760;342
765;336
770;326
775;340
780;323
785;325
790;329
795;340
800;329
805;344
810;332
815;340
820;334
825;344
830;336
835;330
840;351
845;342
850;333
855;344
860;338
865;351
870;344
875;356
880;343
885;356
890;342
895;357
900;347
905;362
910;339
915;356
920;349
925;358
930;348
935;359
940;367
945;348
950;371
955;351
960;367
965;359
970;362
975;361
980;371
985;353
990;370
995;362
1000;368
1005;356
1010;377
1015;369
1020;370
1025;373
1030;368
1035;362
1040;376
1045;363
1050;384
1055;364
1060;372
1065;366
1070;378
1075;382
1080;382
1085;375
1090;394
1095;371
1100;384
1105;387
1110;385
1115;371
1120;382
1125;392
1130;397
1135;384
1140;393
1145;382
1150;400
1155;393
1160;387
1165;388
1170;397
1175;399
1180;397
1185;386
1190;384
1195;384
1200;401
1205;407
1210;411
1215;391
1220;398
1225;394
1230;398
1235;406
1240;397
1245;401
1250;400
1255;399
1260;399
1265;411
1270;416
1275;409
1280;417
1285;467
1290;422
1295;477
1300;413
1305;415
1310;432
1315;433
1320;415
1325;422
1330;418
1335;418
1340;455
1345;431
1350;431
1355;438
1360;421
1365;420
1370;418
1375;430
1380;433
1385;416
1390;421
1395;443
1400;515
1405;446
1410;459
1415;489
1420;462
1425;485
1430;493
1435;461
1440;473
1445;440
1450;439
1455;430
1460;433
1465;443
1470;435
1475;441
1480;434
1485;443
1490;434
1495;445
1500;442
1505;440
1510;442
1515;456
1520;446
1525;448
1530;444
1535;581
1540;460
1545;459
1550;450
1555;445
1560;457
1565;456
1570;447
1575;457
1580;450
1585;457
1590;451
1595;476
1600;448
1605;482
1610;458
1615;461
1620;471
1625;471
1630;456
1635;468
1640;488
1645;540
1650;463
1655;528
1660;474
1665;467
1670;480
1675;468
1680;476
1685;475
1690;480
1695;472
1700;482
1705;497
1710;488
1715;473
1720;484
1725;513
1730;471
1735;493
1740;484
1745;482
1750;470
1755;472
1760;489
1765;489
1770;487
1775;512
1780;487
1785;483
1790;496
1795;493
1800;483
1805;494
1810;500
1815;499
1820;481
1825;480
1830;493
1835;488
1840;488
1845;502
1850;491
1855;488
1860;521
1865;550
1870;518
1875;609
1880;563
1885;559
1890;511
1895;529
1900;538
1905;605
1910;499
1915;569
1920;506
1925;514
1930;527
1935;525
1940;533
1945;527
1950;521
1955;504
1960;514
1965;529
1970;526
1975;526
1980;513
1985;524
1990;507
1995;510
